userid,courseid,course,rating,강원도,경상북도,경상남도,전라북도,전라남도,충청도,제주도,경기도,서울,인천,대전,부산,광주,울산,대구,물,나무,역사문화,특색,맛집여행,호캉스,감성카페(프랜차이즈 제외),애견동반ㅇ,봄,여름,가을,겨울
3,193,화순 백아산 자연휴양림 진달래꽃,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,193,화순 백아산 자연휴양림 진달래꽃,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,193,화순 백아산 자연휴양림 진달래꽃,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,194,"구례 산수유마을, 산수유 문화관, 천은사",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,194,"구례 산수유마을, 산수유 문화관, 천은사",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,194,"구례 산수유마을, 산수유 문화관, 천은사",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,194,"구례 산수유마을, 산수유 문화관, 천은사",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,195,"보성 대원사 벚꽃길, 백민 미술관, 서재필 기념공원, 주암호 조각공원",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,195,"보성 대원사 벚꽃길, 백민 미술관, 서재필 기념공원, 주암호 조각공원",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,195,"보성 대원사 벚꽃길, 백민 미술관, 서재필 기념공원, 주암호 조각공원",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,196,"장흥 선학동 유채마을, 천년학세트장, 회진항, 이청준생가",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
4,196,"장흥 선학동 유채마을, 천년학세트장, 회진항, 이청준생가",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
5,196,"장흥 선학동 유채마을, 천년학세트장, 회진항, 이청준생가",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
3,197,"영암 월출산 유채꽃 단지, 구림마을, 왕인박사유적지, 영암도기박물관",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
4,197,"영암 월출산 유채꽃 단지, 구림마을, 왕인박사유적지, 영암도기박물관",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
5,197,"영암 월출산 유채꽃 단지, 구림마을, 왕인박사유적지, 영암도기박물관",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
3,198,"광양 매화마을, 느랭이 자연휴양림, 망덕포구, 어치계곡",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,198,"광양 매화마을, 느랭이 자연휴양림, 망덕포구, 어치계곡",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,198,"광양 매화마을, 느랭이 자연휴양림, 망덕포구, 어치계곡",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,199,해남 보해매실농원,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,199,해남 보해매실농원,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,199,해남 보해매실농원,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,200,고흥만 꽃구름길,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,200,고흥만 꽃구름길,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,200,고흥만 꽃구름길,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,201,내장산 국립공원,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4,201,내장산 국립공원,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
5,201,내장산 국립공원,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
6,201,내장산 국립공원,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
3,202,"전주한옥마을, 천주교 전동성당, 전주향교",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
5,202,"전주한옥마을, 천주교 전동성당, 전주향교",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4,202,"전주한옥마을, 천주교 전동성당, 전주향교",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
6,202,"전주한옥마을, 천주교 전동성당, 전주향교",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
3,203,덕유산 국립공원,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4,203,덕유산 국립공원,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
5,203,덕유산 국립공원,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
6,203,덕유산 국립공원,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
3,204,"광한루,광한루원",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4,204,"광한루,광한루원",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
5,204,"광한루,광한루원",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
3,205,"군산테디베어뮤지엄, 근대역사미술관, 근대미술관, 근대건축관,진포해양테마공원, 군산 3.1운동 기념관, 채만식문화관",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
4,205,"군산테디베어뮤지엄, 근대역사미술관, 근대미술관, 근대건축관,진포해양테마공원, 군산 3.2운동 기념관, 채만식문화관",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
5,205,"군산테디베어뮤지엄, 근대역사미술관, 근대미술관, 근대건축관,진포해양테마공원, 군산 3.3운동 기념관, 채만식문화관",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
1,206,"DMC 투어, 문화비축기지, 월드컵공원, 홍대입구",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4,206,"DMC 투어, 문화비축기지, 월드컵공원, 홍대입구",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
5,206,"DMC 투어, 문화비축기지, 월드컵공원, 홍대입구",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1,207,"명동, 광화문 및 종로, 서울시티투어버스, 이태원, 한옥마을, 남산서울타워 야경",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
4,207,"명동, 광화문 및 종로, 서울시티투어버스, 이태원, 한옥마을, 남산서울타워 야경",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
5,207,"명동, 광화문 및 종로, 서울시티투어버스, 이태원, 한옥마을, 남산서울타워 야경",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
3,208,"남산서울타워, 인사동, 경복궁",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,208,"남산서울타워, 인사동, 경복궁",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
4,208,"남산서울타워, 인사동, 경복궁",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
5,208,"남산서울타워, 인사동, 경복궁",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,209,"삼청동 한옥카페, 경복궁역 통인시장, 동대문디자인플라자 디자인마켓, 동대문 쇼핑타운 야시장",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
3,209,"삼청동 한옥카페, 경복궁역 통인시장, 동대문디자인플라자 디자인마켓, 동대문 쇼핑타운 야시장",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
4,209,"삼청동 한옥카페, 경복궁역 통인시장, 동대문디자인플라자 디자인마켓, 동대문 쇼핑타운 야시장",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
5,209,"삼청동 한옥카페, 경복궁역 통인시장, 동대문디자인플라자 디자인마켓, 동대문 쇼핑타운 야시장",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
7,210,"신사동 가로수길, 압구정 로데오거리, 청담동 패션지역",6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1,211,"낙산성곽 일몰, 대학로 공연, 서울타워 야경",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
3,211,"낙산성곽 일몰, 대학로 공연, 서울타워 야경",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
3,212,"서울광장, 덕수궁, 덕수궁 돌담길, 서울시립미술관, 서울7017, 남산케이블카, 남산서울타워, 명동거리쇼핑",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
4,212,"서울광장, 덕수궁, 덕수궁 돌담길, 서울시립미술관, 서울7018, 남산케이블카, 남산서울타워, 명동거리쇼핑",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5,212,"서울광장, 덕수궁, 덕수궁 돌담길, 서울시립미술관, 서울7019, 남산케이블카, 남산서울타워, 명동거리쇼핑",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
1,213,"연남동 경의선 숲길&카페거리, 경의선 책거리, 양화진외국인 선교사 묘원, 선유도공원",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
3,213,"연남동 경의선 숲길&카페거리, 경의선 책거리, 양화진외국인 선교사 묘원, 선유도공원",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
4,213,"연남동 경의선 숲길&카페거리, 경의선 책거리, 양화진외국인 선교사 묘원, 선유도공원",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
5,213,"연남동 경의선 숲길&카페거리, 경의선 책거리, 양화진외국인 선교사 묘원, 선유도공원",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
1,214,"코엑스, 강남역 거리, 삼성 딜라이트, 가로수길, 호림아트센터, 반포대교 달빛 무지개 분수, 서래마을",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
3,214,"코엑스, 강남역 거리, 삼성 딜라이트, 가로수길, 호림아트센터, 반포대교 달빛 무지개 분수, 서래마을",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
4,214,"코엑스, 강남역 거리, 삼성 딜라이트, 가로수길, 호림아트센터, 반포대교 달빛 무지개 분수, 서래마을",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
5,214,"코엑스, 강남역 거리, 삼성 딜라이트, 가로수길, 호림아트센터, 반포대교 달빛 무지개 분수, 서래마을",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,215,"올림픽공원, 한성백제왕도길, 소마미술관, 평화의문 기념촬영, 서울놀이마당. 롯데월드",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
3,215,"올림픽공원, 한성백제왕도길, 소마미술관, 평화의문 기념촬영, 서울놀이마당. 롯데월드",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
4,215,"올림픽공원, 한성백제왕도길, 소마미술관, 평화의문 기념촬영, 서울놀이마당. 롯데월드",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
5,215,"올림픽공원, 한성백제왕도길, 소마미술관, 평화의문 기념촬영, 서울놀이마당. 롯데월드",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
7,216,성수동 서울숲길,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
3,216,성수동 서울숲길,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,216,성수동 서울숲길,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,217,"정동길, 정원레스토랑 어반가든",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
3,217,"정동길, 정원레스토랑 어반가든",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
4,217,"정동길, 정원레스토랑 어반가든",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
5,217,"정동길, 정원레스토랑 어반가든",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
1,218,"통인시장,경복궁,대림미술관, 서촌, 이상의 집, 윤동주 하숙집 ",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
3,218,"통인시장,경복궁,대림미술관, 서촌, 이상의 집, 윤동주 하숙집 ",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
4,218,"통인시장,경복궁,대림미술관, 서촌, 이상의 집, 윤동주 하숙집 ",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
5,218,"통인시장,경복궁,대림미술관, 서촌, 이상의 집, 윤동주 하숙집 ",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
7,218,"통인시장,경복궁,대림미술관, 서촌, 이상의 집, 윤동주 하숙집 ",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
1,219,"영도대교, 흰여울문화마을,태종대, 국립해양박물관, 감천문화마을,송도해수욕장,아미산전망대, 다대포 해수욕장",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
2,219,"영도대교, 흰여울문화마을,태종대, 국립해양박물관, 감천문화마을,송도해수욕장,아미산전망대, 다대포 해수욕장",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
3,219,"영도대교, 흰여울문화마을,태종대, 국립해양박물관, 감천문화마을,송도해수욕장,아미산전망대, 다대포 해수욕장",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
4,219,"영도대교, 흰여울문화마을,태종대, 국립해양박물관, 감천문화마을,송도해수욕장,아미산전망대, 다대포 해수욕장",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
5,219,"영도대교, 흰여울문화마을,태종대, 국립해양박물관, 감천문화마을,송도해수욕장,아미산전망대, 다대포 해수욕장",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
7,219,"영도대교, 흰여울문화마을,태종대, 국립해양박물관, 감천문화마을,송도해수욕장,아미산전망대, 다대포 해수욕장",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
1,220,"태종대, 송도해수욕장, 감천문화마을, 국제시장/깡통시장, 용두산공원",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2,220,"태종대, 송도해수욕장, 감천문화마을, 국제시장/깡통시장, 용두산공원",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
3,220,"태종대, 송도해수욕장, 감천문화마을, 국제시장/깡통시장, 용두산공원",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4,220,"태종대, 송도해수욕장, 감천문화마을, 국제시장/깡통시장, 용두산공원",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
5,220,"태종대, 송도해수욕장, 감천문화마을, 국제시장/깡통시장, 용두산공원",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
7,220,"태종대, 송도해수욕장, 감천문화마을, 국제시장/깡통시장, 용두산공원",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,221,"광안대교, 해운대해수욕장, 동백해안산책로, 누리마루APECA하우스, 달맞이고개, 송정, 해동용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2,221,"광안대교, 해운대해수욕장, 동백해안산책로, 누리마루APECA하우스, 달맞이고개, 송정, 해동용궁사",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
3,221,"광안대교, 해운대해수욕장, 동백해안산책로, 누리마루APECA하우스, 달맞이고개, 송정, 해동용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4,221,"광안대교, 해운대해수욕장, 동백해안산책로, 누리마루APECA하우스, 달맞이고개, 송정, 해동용궁사",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
5,221,"광안대교, 해운대해수욕장, 동백해안산책로, 누리마루APECA하우스, 달맞이고개, 송정, 해동용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
7,221,"광안대교, 해운대해수욕장, 동백해안산책로, 누리마루APECA하우스, 달맞이고개, 송정, 해동용궁사",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,222,"영도대교, 흰여울문화마을, 절영해안산책로, 태종대",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2,222,"영도대교, 흰여울문화마을, 절영해안산책로, 태종대",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
3,222,"영도대교, 흰여울문화마을, 절영해안산책로, 태종대",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4,222,"영도대교, 흰여울문화마을, 절영해안산책로, 태종대",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
5,222,"영도대교, 흰여울문화마을, 절영해안산책로, 태종대",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
7,222,"영도대교, 흰여울문화마을, 절영해안산책로, 태종대",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,223,"해운대해수욕장, 아쿠아리움, 동백해안산책로, 오륙도스카이워크, 이기대해안산책로, 광안대교",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2,223,"해운대해수욕장, 아쿠아리움, 동백해안산책로, 오륙도스카이워크, 이기대해안산책로, 광안대교",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
3,223,"해운대해수욕장, 아쿠아리움, 동백해안산책로, 오륙도스카이워크, 이기대해안산책로, 광안대교",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4,223,"해운대해수욕장, 아쿠아리움, 동백해안산책로, 오륙도스카이워크, 이기대해안산책로, 광안대교",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
5,223,"해운대해수욕장, 아쿠아리움, 동백해안산책로, 오륙도스카이워크, 이기대해안산책로, 광안대교",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
7,223,"해운대해수욕장, 아쿠아리움, 동백해안산책로, 오륙도스카이워크, 이기대해안산책로, 광안대교",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,234,"광안리 해수욕장, 광안대교, 해운대 해수욕장",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2,234,"광안리 해수욕장, 광안대교, 해운대 해수욕장",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3,234,"광안리 해수욕장, 광안대교, 해운대 해수욕장",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4,234,"광안리 해수욕장, 광안대교, 해운대 해수욕장",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5,234,"광안리 해수욕장, 광안대교, 해운대 해수욕장",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7,234,"광안리 해수욕장, 광안대교, 해운대 해수욕장",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7,235,"부산아쿠아리움, 달맞이길, 문탠로드, 청사포, 용궁사",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2,235,"부산아쿠아리움, 달맞이길, 문탠로드, 청사포, 용궁사",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
3,235,"부산아쿠아리움, 달맞이길, 문탠로드, 청사포, 용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4,235,"부산아쿠아리움, 달맞이길, 문탠로드, 청사포, 용궁사",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
5,235,"부산아쿠아리움, 달맞이길, 문탠로드, 청사포, 용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
6,235,"부산아쿠아리움, 달맞이길, 문탠로드, 청사포, 용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4,236,"유엔기념공원, 국립일제강제동원역사관, 오륙도, 광안리해수욕장,광안대교, 동백해안산책로, 달맞이길, 용궁사",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
5,236,"유엔기념공원, 국립일제강제동원역사관, 오륙도, 광안리해수욕장,광안대교, 동백해안산책로, 달맞이길, 용궁사",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
6,236,"유엔기념공원, 국립일제강제동원역사관, 오륙도, 광안리해수욕장,광안대교, 동백해안산책로, 달맞이길, 용궁사",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
1,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 40계단/기념관, 용두산공원",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
2,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 41계단/기념관, 용두산공원",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
3,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 42계단/기념관, 용두산공원",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
4,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 43계단/기념관, 용두산공원",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
5,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 44계단/기념관, 용두산공원",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
6,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 45계단/기념관, 용두산공원",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
7,237,"BIFF광장, 국제시장, 부평깡통시장, 보수동책방골목, 부산근대역사관, 부산영화체험 박물관, 46계단/기념관, 용두산공원",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
